--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  Bin Id                Marker lineage             # genomes   # markers   # marker sets    0     1    2    3    4    5+   Completeness   Contamination   Strain heterogeneity  
  bin.271          c__Clostridia (UID1118)            387         223           124         73   147   3    0    0    0       64.52            0.74              100.00         
  bin.415         o__Clostridiales (UID1212)          172         263           149         70   193   0    0    0    0       64.43            0.00               0.00          
  bin.702         o__Clostridiales (UID1120)          304         250           143         69   176   5    0    0    0       64.34            2.21              20.00          
  bin.106         o__Clostridiales (UID1212)          172         263           149         92   166   5    0    0    0       64.33            2.52              100.00         
  bin.166         o__Clostridiales (UID1212)          172         263           149         86   175   2    0    0    0       64.07            0.36              50.00          
  bin.834         o__Clostridiales (UID1212)          172         263           149        105   153   5    0    0    0       63.89            2.68              60.00          
  bin.878           k__Bacteria (UID1453)             901         171           117         48   122   1    0    0    0       63.82            0.85               0.00          
  bin.329         o__Clostridiales (UID1212)          172         263           149         82   180   1    0    0    0       63.80            0.22               0.00          
  bin.275           k__Bacteria (UID2495)             2993        147            91         76    69   2    0    0    0       63.74            2.20               0.00          
  bin.333         o__Clostridiales (UID1212)          172         263           149         74   187   2    0    0    0       63.71            0.78               0.00          
  bin.63            k__Bacteria (UID2329)             174         149            89         73    74   2    0    0    0       63.66            1.69              50.00          
  bin.947         o__Clostridiales (UID1212)          172         263           149        110   150   3    0    0    0       63.61            1.17              66.67          
  bin.458            k__Bacteria (UID203)             5449        102            56         55    46   1    0    0    0       63.47            0.89              100.00         
  bin.434        f__Lachnospiraceae (UID1256)          33         333           171        141   191   1    0    0    0       63.45            0.29               0.00          
  bin.140         o__Clostridiales (UID1120)          304         250           143         94   155   1    0    0    0       63.13            0.35               0.00          
  bin.228         o__Clostridiales (UID1212)          172         263           149        115   147   1    0    0    0       62.97            0.67               0.00          
  bin.933         o__Clostridiales (UID1212)          172         263           149         91   171   1    0    0    0       62.95            0.02               0.00          
  bin.717         o__Clostridiales (UID1212)          172         263           149        124   137   2    0    0    0       62.90            1.01              50.00          
  bin.174            k__Bacteria (UID203)             5449        102            56         56    46   0    0    0    0       62.88            0.00               0.00          
  bin.574          c__Clostridia (UID1118)            387         223           124         58   164   1    0    0    0       62.63            0.07              100.00         
  bin.1059           k__Bacteria (UID203)             5449        103            57         58    40   5    0    0    0       62.60            3.51              100.00         
  bin.690         o__Clostridiales (UID1120)          304         250           143         77   171   2    0    0    0       62.57            0.70               0.00          
  bin.619         o__Clostridiales (UID1212)          172         263           149        102   160   1    0    0    0       62.39            0.34              100.00         
  bin.618         o__Clostridiales (UID1120)          304         250           143         70   178   2    0    0    0       62.39            1.40               0.00          
  bin.210            k__Bacteria (UID203)             5449        103            57         56    43   4    0    0    0       62.38            5.26              25.00          
  bin.356        f__Lachnospiraceae (UID1256)          33         333           171        122   208   3    0    0    0       62.20            0.49              100.00         
  bin.163           k__Bacteria (UID2329)             174         149            89         71    78   0    0    0    0       62.14            0.00               0.00          
  bin.342            k__Bacteria (UID203)             5449        104            58         60    43   1    0    0    0       62.02            1.72               0.00          
  bin.432         o__Clostridiales (UID1212)          172         263           149        117   145   1    0    0    0       62.00            0.67               0.00          
  bin.99            k__Bacteria (UID2329)             174         149            89         51    96   2    0    0    0       62.00            1.69              100.00         
  bin.937         o__Clostridiales (UID1212)          172         263           149         83   177   3    0    0    0       61.92            0.80              66.67          
  bin.633            k__Bacteria (UID203)             5449        103            57         59    44   0    0    0    0       61.74            0.00               0.00          
  bin.944         o__Clostridiales (UID1212)          172         263           149         88   173   2    0    0    0       61.51            0.89               0.00          
  bin.734           k__Bacteria (UID2329)             174         149            89         49    97   3    0    0    0       61.47            1.28               0.00          
  bin.19          o__Clostridiales (UID1120)          304         247           141        103   140   4    0    0    0       61.41            2.36              75.00          
  bin.604         o__Clostridiales (UID1212)          172         263           149        115   145   3    0    0    0       61.36            1.57              66.67          
  bin.858           k__Bacteria (UID2329)             174         149            89         57    91   1    0    0    0       61.02            0.56              100.00         
  bin.942         o__Clostridiales (UID1212)          172         263           149         89   172   2    0    0    0       60.85            0.45              100.00         
  bin.351           k__Bacteria (UID2328)             3167        126            75         66    60   0    0    0    0       60.74            0.00               0.00          
  bin.89            k__Bacteria (UID2329)             174         149            89         63    85   0    1    0    0       60.70            2.25               0.00          
  bin.223         o__Clostridiales (UID1212)          172         263           149         78   178   7    0    0    0       60.65            4.25              85.71          
  bin.3             k__Bacteria (UID2329)             174         149            89         48    98   3    0    0    0       60.64            0.99              66.67          
  bin.802         o__Clostridiales (UID1212)          172         263           149         82   180   1    0    0    0       60.56            0.67               0.00          
  bin.95             k__Bacteria (UID203)             5449        104            58         61    42   1    0    0    0       60.53            1.72              100.00         
  bin.204        f__Lachnospiraceae (UID1255)          90         354           174        131   219   4    0    0    0       60.52            2.30               0.00          
  bin.299         o__Clostridiales (UID1212)          172         263           149         83   179   0    1    0    0       60.50            1.34               0.00          
  bin.692         o__Clostridiales (UID1212)          172         263           149         85   176   2    0    0    0       60.45            0.78              50.00          
  bin.498         o__Clostridiales (UID1212)          172         263           149         98   164   0    1    0    0       60.33            1.34               0.00          
  bin.169         o__Clostridiales (UID1212)          172         261           147        103   153   5    0    0    0       60.22            2.18              80.00          
  bin.68            k__Bacteria (UID1453)             901         171           117         76    94   1    0    0    0       60.00            0.85               0.00          
  bin.297            k__Bacteria (UID203)             5449        103            57         57    45   1    0    0    0       59.95            1.75               0.00          
  bin.288           k__Bacteria (UID2372)             131         177           106         68   107   2    0    0    0       59.75            0.51              50.00          
  bin.679         o__Clostridiales (UID1212)          172         263           149        123   137   3    0    0    0       59.71            1.68              33.33          
  bin.586         o__Clostridiales (UID1120)          304         250           143        106   138   6    0    0    0       59.66            2.75              83.33          
  bin.890           k__Bacteria (UID2329)             174         149            89         71    74   4    0    0    0       59.49            2.41              25.00          
  bin.1054           k__Bacteria (UID203)             5449        104            58         61    43   0    0    0    0       59.40            0.00               0.00          
  bin.836           k__Bacteria (UID2372)             131         177           106         75   102   0    0    0    0       59.20            0.00               0.00          
  bin.544         o__Clostridiales (UID1212)          172         263           149         93   167   3    0    0    0       59.06            0.36              100.00         
  bin.126         o__Clostridiales (UID1212)          172         263           149         84   178   1    0    0    0       59.06            0.67              100.00         
  bin.658        f__Lachnospiraceae (UID1256)          33         333           171        152   178   3    0    0    0       58.97            1.17              66.67          
  bin.171         o__Clostridiales (UID1212)          172         263           149        117   145   1    0    0    0       58.75            0.22              100.00         
  bin.334            k__Bacteria (UID203)             5449        104            58         64    40   0    0    0    0       58.62            0.00               0.00          
  bin.229            k__Bacteria (UID203)             5449        104            58         65    39   0    0    0    0       58.62            0.00               0.00          
  bin.309         o__Clostridiales (UID1212)          172         263           149        134   128   1    0    0    0       58.60            0.34              100.00         
  bin.69          o__Clostridiales (UID1212)          172         263           149         90   166   7    0    0    0       58.47            2.06              42.86          
  bin.444        f__Lachnospiraceae (UID1256)          33         333           171        114   216   2    1    0    0       58.28            2.05              40.00          
  bin.248           k__Bacteria (UID2329)             174         149            89         75    71   3    0    0    0       58.26            2.81              66.67          
  bin.943         o__Clostridiales (UID1120)          304         250           143        100   148   2    0    0    0       58.24            1.40               0.00          
  bin.265         o__Clostridiales (UID1212)          172         263           149        118   143   2    0    0    0       58.13            0.89               0.00          
  bin.720    o__Thermoanaerobacterales (UID1420)       32         488           209        216   267   5    0    0    0       58.08            1.54              80.00          
  bin.22             k__Bacteria (UID203)             5449        104            58         59    40   5    0    0    0       57.99            8.62              80.00          
  bin.625            k__Bacteria (UID203)             5449        104            58         62    39   3    0    0    0       57.54            5.17              33.33          
  bin.278            k__Bacteria (UID203)             5449        103            57         65    38   0    0    0    0       57.37            0.00               0.00          
  bin.506         o__Clostridiales (UID1212)          172         263           149         95   161   6    1    0    0       57.32            2.91              77.78          
  bin.70          o__Clostridiales (UID1226)          155         278           158         98   178   2    0    0    0       57.13            1.27              100.00         
  bin.645          c__Clostridia (UID1118)            387         223           124         93   130   0    0    0    0       57.09            0.00               0.00          
  bin.651         o__Clostridiales (UID1212)          172         263           149        133   129   1    0    0    0       57.08            0.34              100.00         
  bin.727         o__Clostridiales (UID1212)          172         263           149        117   146   0    0    0    0       56.91            0.00               0.00          
  bin.681         o__Clostridiales (UID1212)          172         263           149        101   162   0    0    0    0       56.38            0.00               0.00          
  bin.315         o__Clostridiales (UID1212)          172         263           149         94   169   0    0    0    0       56.38            0.00               0.00          
  bin.661           k__Bacteria (UID1453)             901         171           117         60   106   5    0    0    0       56.36            2.66              80.00          
  bin.850        f__Lachnospiraceae (UID1256)          33         333           171        162   157   14   0    0    0       56.04            4.34              85.71          
  bin.484           k__Bacteria (UID2328)             3167        126            75         44    81   1    0    0    0       55.82            0.12              100.00         
  bin.635         o__Clostridiales (UID1212)          172         263           149        103   158   2    0    0    0       55.50            0.89              50.00          
  bin.521         o__Clostridiales (UID1212)          172         263           149        106   151   5    1    0    0       55.42            2.86              12.50          
  bin.238            k__Bacteria (UID203)             5449        104            58         66    38   0    0    0    0       55.33            0.00               0.00          
  bin.270         o__Clostridiales (UID1212)          172         257           149         97   155   5    0    0    0       55.29            2.01              60.00          
  bin.211        f__Lachnospiraceae (UID1256)          33         333           171        149   183   1    0    0    0       55.21            0.58               0.00          
  bin.326         o__Clostridiales (UID1212)          172         261           147        123   138   0    0    0    0       54.85            0.00               0.00          
  bin.157           k__Bacteria (UID2329)             174         149            89         61    87   1    0    0    0       54.49            1.12               0.00          
  bin.689         o__Clostridiales (UID1212)          172         263           149         97   164   2    0    0    0       54.39            1.34              100.00         
  bin.1001        o__Clostridiales (UID1212)          172         263           149        100   159   4    0    0    0       54.32            1.34               0.00          
  bin.312            k__Bacteria (UID203)             5449        100            55         64    35   1    0    0    0       54.17            1.82              100.00         
  bin.11          o__Clostridiales (UID1212)          172         263           149        119   139   5    0    0    0       53.76            1.90              20.00          
  bin.455         o__Clostridiales (UID1212)          172         263           149        137   126   0    0    0    0       53.69            0.00               0.00          
  bin.668           k__Bacteria (UID2329)             174         149            89         66    83   0    0    0    0       53.62            0.00               0.00          
  bin.17            k__Bacteria (UID2329)             174         149            89         79    67   3    0    0    0       53.59            2.81              66.67          
  bin.214         o__Clostridiales (UID1226)          155         278           158        153   124   1    0    0    0       53.53            0.63              100.00         
  bin.218            k__Bacteria (UID203)             5449        104            58         57    37   10   0    0    0       53.24            1.57              90.00          
  bin.624            k__Bacteria (UID203)             5449        100            55         64    36   0    0    0    0       52.95            0.00               0.00          
  bin.868         o__Clostridiales (UID1120)          304         250           143        106   142   2    0    0    0       52.92            0.70               0.00          
  bin.60             k__Bacteria (UID203)             5449        104            58         66    38   0    0    0    0       52.82            0.00               0.00          
  bin.281           k__Bacteria (UID2329)             174         149            89         89    59   1    0    0    0       52.81            1.12               0.00          
  bin.807            k__Bacteria (UID203)             5449        103            57         65    38   0    0    0    0       52.74            0.00               0.00          
  bin.7             k__Bacteria (UID2329)             174         149            89         76    70   3    0    0    0       52.74            1.87              66.67          
  bin.859         o__Clostridiales (UID1120)          304         250           143        120   125   5    0    0    0       52.69            2.14              40.00          
  bin.385         o__Clostridiales (UID1212)          172         263           149        129   124   10   0    0    0       52.65            4.92              90.00          
  bin.16          o__Clostridiales (UID1212)          172         263           149        116   145   2    0    0    0       52.60            0.36              100.00         
  bin.703         o__Clostridiales (UID1120)          304         250           143        114   132   4    0    0    0       52.60            2.80              100.00         
  bin.213         o__Clostridiales (UID1226)          155         278           158        134   142   2    0    0    0       52.56            0.42              100.00         
  bin.330           k__Bacteria (UID1453)             901         171           117         90    79   2    0    0    0       52.55            1.28              50.00          
  bin.1            c__Clostridia (UID1118)            387         223           124        111   111   1    0    0    0       52.40            0.40              100.00         
  bin.674            k__Bacteria (UID203)             5449        103            57         69    34   0    0    0    0       52.11            0.00               0.00          
  bin.366         o__Clostridiales (UID1212)          172         263           149        141   121   1    0    0    0       52.10            0.22              100.00         
  bin.98             k__Bacteria (UID203)             5449        103            57         68    35   0    0    0    0       52.05            0.00               0.00          
  bin.596            k__Bacteria (UID203)             5449        104            58         61    42   1    0    0    0       51.97            1.72               0.00          
  bin.667         o__Clostridiales (UID1120)          304         250           143         97   150   3    0    0    0       51.93            0.93              100.00         
  bin.750         o__Clostridiales (UID1212)          172         263           149        116   144   3    0    0    0       51.76            1.68              66.67          
  bin.298           k__Bacteria (UID2328)             3167        126            75         69    53   4    0    0    0       51.71            4.00              100.00         
  bin.193           k__Bacteria (UID2328)             3167        126            75         69    56   1    0    0    0       51.40            1.33               0.00          
  bin.131         o__Clostridiales (UID1212)          172         263           149        124   135   3    1    0    0       51.36            2.68              50.00          
  bin.241           k__Bacteria (UID2372)             131         177           106         74   103   0    0    0    0       51.23            0.00               0.00          
  bin.752         o__Clostridiales (UID1212)          172         263           149        105   157   1    0    0    0       51.09            0.67              100.00         
  bin.676           p__Firmicutes (UID240)            1318        179           104        104    75   0    0    0    0       50.98            0.00               0.00          
  bin.435           p__Firmicutes (UID240)            1318        179           104         93    85   1    0    0    0       50.75            0.48              100.00         
  bin.774         o__Clostridiales (UID1212)          172         261           147        144   114   3    0    0    0       50.68            0.68              100.00         
  bin.621         o__Clostridiales (UID1212)          172         263           149        115   145   3    0    0    0       50.67            0.78              66.67          
  bin.612           k__Bacteria (UID2329)             174         149            89         54    95   0    0    0    0       50.45            0.00               0.00          
  bin.18           c__Clostridia (UID1118)            387         223           124        116   102   4    1    0    0       50.41            2.87              42.86          
  bin.187        f__Lachnospiraceae (UID1256)          33         333           171        188   144   1    0    0    0       50.34            0.58               0.00          
  bin.926            k__Bacteria (UID203)             5449        104            58         66    34   3    1    0    0       50.31            6.90              33.33          
  bin.237           k__Bacteria (UID2329)             174         149            89         86    62   1    0    0    0       50.28            1.12              100.00         
  bin.714            k__Bacteria (UID203)             5449        103            57         68    35   0    0    0    0       50.16            0.00               0.00          
  bin.296         o__Clostridiales (UID1212)          172         263           149        149   114   0    0    0    0       50.15            0.00               0.00          
  bin.118         o__Clostridiales (UID1120)          304         247           141        102   143   2    0    0    0       50.07            0.71              50.00          
  bin.662         o__Clostridiales (UID1212)          172         257           149        122   134   1    0    0    0       49.95            0.67              100.00         
  bin.477        f__Lachnospiraceae (UID1256)          33         333           171        166   166   1    0    0    0       49.84            0.58               0.00          
  bin.652         o__Clostridiales (UID1212)          172         257           149        120   135   2    0    0    0       49.79            0.27              50.00          
  bin.654         o__Clostridiales (UID1212)          172         263           149        126   135   2    0    0    0       49.76            0.25              100.00         
  bin.416          c__Clostridia (UID1118)            387         223           124        110   112   1    0    0    0       49.59            0.40               0.00          
  bin.559            k__Bacteria (UID203)             5449        100            55         69    30   1    0    0    0       49.45            1.82              100.00         
  bin.488         o__Clostridiales (UID1120)          304         247           141        113   131   3    0    0    0       49.43            1.06              100.00         
  bin.111            k__Bacteria (UID203)             5449        104            58         73    31   0    0    0    0       49.14            0.00               0.00          
  bin.373        f__Lachnospiraceae (UID1255)          90         354           174        181   169   4    0    0    0       49.03            0.91              50.00          
  bin.62          o__Clostridiales (UID1212)          172         263           149        126   132   5    0    0    0       49.02            2.35              80.00          
  bin.117          c__Clostridia (UID1118)            387         223           124         97   116   10   0    0    0       48.99            5.27              60.00          
  bin.660            k__Bacteria (UID203)             5449        104            58         71    33   0    0    0    0       48.62            0.00               0.00          
  bin.677            k__Bacteria (UID203)             5449         98            58         64    33   1    0    0    0       48.61            1.72               0.00          
  bin.5           o__Clostridiales (UID1212)          172         263           149        158   105   0    0    0    0       48.55            0.00               0.00          
  bin.112           k__Bacteria (UID2329)             174         149            89         62    86   1    0    0    0       48.41            0.05              100.00         
  bin.979         o__Clostridiales (UID1212)          172         261           147        108   151   2    0    0    0       48.30            1.36               0.00          
  bin.593            k__Bacteria (UID203)             5449        104            58         74    30   0    0    0    0       48.28            0.00               0.00          
  bin.757            k__Bacteria (UID203)             5449        104            58         67    37   0    0    0    0       48.04            0.00               0.00          
  bin.646         o__Clostridiales (UID1212)          172         263           149        140   122   1    0    0    0       47.62            0.67               0.00          
  bin.709            k__Bacteria (UID203)             5449        103            57         69    34   0    0    0    0       47.48            0.00               0.00          
  bin.664    o__Thermoanaerobacterales (UID1420)       32         488           209        222   264   2    0    0    0       47.48            0.21               0.00          
  bin.609            k__Bacteria (UID203)             5449        103            57         72    31   0    0    0    0       47.37            0.00               0.00          
  bin.9          f__Lachnospiraceae (UID1256)          33         333           171        193   139   1    0    0    0       47.26            0.58              100.00         
  bin.1063          k__Bacteria (UID1453)             901         171           117         82    88   1    0    0    0       46.93            0.85              100.00         
  bin.578            k__Bacteria (UID203)             5449        104            58         68    35   1    0    0    0       46.87            0.57              100.00         
  bin.683         o__Clostridiales (UID1212)          172         263           149        128   133   2    0    0    0       46.82            0.27               0.00          
  bin.632         o__Clostridiales (UID1226)          155         278           158        157   119   2    0    0    0       46.46            1.27              100.00         
  bin.85             k__Bacteria (UID203)             5449        102            56         70    32   0    0    0    0       46.43            0.00               0.00          
  bin.517         o__Clostridiales (UID1212)          172         263           149        144   119   0    0    0    0       46.14            0.00               0.00          
  bin.181            k__Bacteria (UID203)             5449        104            58         71    33   0    0    0    0       46.00            0.00               0.00          
  bin.401            k__Bacteria (UID203)             5449        103            57         72    31   0    0    0    0       45.61            0.00               0.00          
  bin.165            k__Bacteria (UID203)             5449        104            58         65    39   0    0    0    0       45.15            0.00               0.00          
  bin.895           k__Bacteria (UID2329)             174         149            89         65    81   3    0    0    0       45.04            1.28              66.67          
  bin.1061           k__Bacteria (UID203)             5449        104            58         72    31   1    0    0    0       44.98            0.57              100.00         
  bin.336         o__Clostridiales (UID1212)          172         263           149        119   143   1    0    0    0       44.98            0.34              100.00         
  bin.918         o__Clostridiales (UID1212)          172         263           149        129   134   0    0    0    0       44.97            0.00               0.00          
  bin.616        f__Lachnospiraceae (UID1255)          90         354           174        188   163   3    0    0    0       44.86            0.96              66.67          
  bin.480         o__Clostridiales (UID1212)          172         263           149        153   110   0    0    0    0       44.78            0.00               0.00          
  bin.438            k__Bacteria (UID203)             5449        103            57         69    34   0    0    0    0       44.51            0.00               0.00          
  bin.514            k__Bacteria (UID203)             5449        104            58         70    34   0    0    0    0       44.48            0.00               0.00          
  bin.614         o__Clostridiales (UID1226)          155         278           158        140   137   1    0    0    0       44.44            0.06              100.00         
  bin.13          o__Clostridiales (UID1212)          172         263           149        147   115   1    0    0    0       44.37            0.34              100.00         
  bin.79          o__Clostridiales (UID1226)          155         278           158        140   138   0    0    0    0       44.37            0.00               0.00          
  bin.383         o__Clostridiales (UID1212)          172         263           149        139   124   0    0    0    0       44.37            0.00               0.00          
  bin.328        f__Lachnospiraceae (UID1255)          90         354           174        179   175   0    0    0    0       44.22            0.00               0.00          
  bin.269           k__Bacteria (UID2329)             174         149            89         75    72   2    0    0    0       44.10            1.17              100.00         
  bin.122         o__Clostridiales (UID1226)          155         278           158        142   136   0    0    0    0       44.08            0.00               0.00          
  bin.184         o__Clostridiales (UID1212)          172         263           149        148   113   2    0    0    0       43.86            1.01               0.00          
  bin.1021           k__Bacteria (UID203)             5449        104            58         70    32   2    0    0    0       43.10            1.72              100.00         
  bin.831            k__Bacteria (UID203)             5449        103            57         72    29   2    0    0    0       42.73            3.51              50.00          
  bin.771    o__Thermoanaerobacterales (UID1420)       32         488           209        296   184   8    0    0    0       42.69            1.29              75.00          
  bin.952           k__Bacteria (UID2329)             174         149            89         95    53   1    0    0    0       42.46            1.12               0.00          
  bin.30            k__Bacteria (UID1453)             901         171           117        106    60   5    0    0    0       42.00            4.27              20.00          
  bin.748         o__Clostridiales (UID1212)          172         263           149        159    98   6    0    0    0       41.89            2.95              100.00         
  bin.950            k__Bacteria (UID203)             5449        100            55         74    26   0    0    0    0       41.82            0.00               0.00          
  bin.861            k__Bacteria (UID203)             5449        104            58         75    29   0    0    0    0       41.72            0.00               0.00          
  bin.319         o__Clostridiales (UID1120)          304         250           143        130   118   2    0    0    0       41.23            0.58               0.00          
  bin.649          c__Clostridia (UID1085)             35         420           196        248   168   4    0    0    0       40.79            2.04              50.00          
  bin.101            k__Bacteria (UID203)             5449         98            58         67    30   1    0    0    0       40.66            1.72              100.00         
  bin.414         o__Clostridiales (UID1212)          172         263           149        136   125   2    0    0    0       40.60            0.08              50.00          
  bin.195         o__Clostridiales (UID1120)          304         250           143        155    89   6    0    0    0       40.46            2.80              66.67          
  bin.441            k__Bacteria (UID203)             5449        103            57         75    28   0    0    0    0       40.22            0.00               0.00          
  bin.347         o__Clostridiales (UID1212)          172         263           149        146   116   1    0    0    0       39.90            0.67              100.00         
  bin.159            k__Bacteria (UID203)             5449        103            57         73    29   1    0    0    0       39.66            1.75               0.00          
  bin.422           p__Firmicutes (UID240)            1318        179           104        119    56   4    0    0    0       39.58            2.08              50.00          
  bin.78     o__Thermoanaerobacterales (UID1420)       32         488           209        272   213   3    0    0    0       39.43            1.20              66.67          
  bin.957           k__Bacteria (UID2329)             174         149            89         94    47   6    1    1    0       39.22            9.65               0.00          
  bin.139            k__Bacteria (UID203)             5449        103            57         75    27   1    0    0    0       39.11            1.75              100.00         
  bin.376            k__Bacteria (UID203)             5449        102            56         68    34   0    0    0    0       39.01            0.00               0.00          
  bin.268         o__Clostridiales (UID1120)          304         250           143        143   107   0    0    0    0       38.79            0.00               0.00          
  bin.1005         c__Clostridia (UID1118)            387         223           124        119   103   1    0    0    0       38.76            0.03               0.00          
  bin.804            k__Bacteria (UID203)             5449        103            57         72    30   1    0    0    0       38.52            1.75               0.00          
  bin.160            k__Bacteria (UID203)             5449        103            57         71    32   0    0    0    0       38.28            0.00               0.00          
  bin.606            k__Bacteria (UID203)             5449        103            57         73    30   0    0    0    0       37.64            0.00               0.00          
  bin.192            k__Bacteria (UID203)             5449        104            58         76    28   0    0    0    0       37.57            0.00               0.00          
  bin.104         o__Clostridiales (UID1212)          172         263           149        163    99   1    0    0    0       37.40            0.17              100.00         
  bin.302            k__Bacteria (UID203)             5449        104            58         76    28   0    0    0    0       37.23            0.00               0.00          
  bin.1040           k__Bacteria (UID203)             5449        103            57         72    31   0    0    0    0       37.16            0.00               0.00          
  bin.744            k__Bacteria (UID203)             5449        103            57         78    24   1    0    0    0       36.84            1.75              100.00         
  bin.264            k__Bacteria (UID203)             5449        104            58         73    30   1    0    0    0       36.83            1.72               0.00          
  bin.212         o__Clostridiales (UID1212)          172         263           149        156   106   1    0    0    0       36.73            0.34               0.00          
  bin.694            k__Bacteria (UID203)             5449         98            58         74    24   0    0    0    0       36.55            0.00               0.00          
  bin.191            k__Bacteria (UID203)             5449        104            58         68    36   0    0    0    0       36.41            0.00               0.00          
  bin.857         o__Clostridiales (UID1212)          172         261           147        156   102   3    0    0    0       35.54            1.36              100.00         
  bin.509         o__Clostridiales (UID1212)          172         263           149        179    84   0    0    0    0       35.49            0.00               0.00          
  bin.10             k__Bacteria (UID203)             5449        104            58         74    30   0    0    0    0       35.45            0.00               0.00          
  bin.128         o__Clostridiales (UID1212)          172         263           149        175    87   1    0    0    0       34.78            0.67               0.00          
  bin.699    o__Thermoanaerobacterales (UID1420)       32         488           209        324   160   4    0    0    0       34.64            1.11               0.00          
  bin.52             k__Bacteria (UID203)             5449        104            58         82    22   0    0    0    0       34.48            0.00               0.00          
  bin.512            k__Bacteria (UID203)             5449        104            58         79    25   0    0    0    0       34.48            0.00               0.00          
  bin.553            k__Bacteria (UID203)             5449        103            57         75    28   0    0    0    0       34.45            0.00               0.00          
  bin.629          c__Clostridia (UID1118)            387         223           124        143    79   1    0    0    0       34.31            0.03               0.00          
  bin.1015          k__Bacteria (UID2329)             174         149            89        101    48   0    0    0    0       34.27            0.00               0.00          
  bin.585           k__Bacteria (UID1452)             924         151           101        102    47   2    0    0    0       34.16            1.49              100.00         
  bin.653            k__Bacteria (UID203)             5449        103            57         74    29   0    0    0    0       33.96            0.00               0.00          
  bin.162            k__Bacteria (UID203)             5449         98            58         76    22   0    0    0    0       33.62            0.00               0.00          
  bin.934            k__Bacteria (UID203)             5449        104            58         73    31   0    0    0    0       33.40            0.00               0.00          
  bin.1046        o__Clostridiales (UID1212)          172         263           149        169    94   0    0    0    0       33.23            0.00               0.00          
  bin.791            k__Bacteria (UID203)             5449        102            56         76    25   1    0    0    0       33.21            1.79               0.00          
  bin.764          c__Clostridia (UID1085)             35         420           196        260   159   0    0    0    1       32.85            2.04               0.00          
  bin.222            k__Bacteria (UID203)             5449        100            55         79    21   0    0    0    0       32.73            0.00               0.00          
  bin.114            k__Bacteria (UID203)             5449        103            57         74    29   0    0    0    0       32.54            0.00               0.00          
  bin.96             k__Bacteria (UID203)             5449        100            55         76    18   6    0    0    0       32.48            4.30              16.67          
  bin.840            k__Bacteria (UID203)             5449        103            57         77    26   0    0    0    0       32.46            0.00               0.00          
  bin.838            k__Bacteria (UID203)             5449        103            57         83    20   0    0    0    0       32.09            0.00               0.00          
  bin.675            k__Bacteria (UID203)             5449        100            55         81    19   0    0    0    0       31.82            0.00               0.00          
  bin.470            k__Bacteria (UID203)             5449        104            58         79    25   0    0    0    0       31.82            0.00               0.00          
  bin.869         o__Clostridiales (UID1226)          155         278           158        185    92   1    0    0    0       31.73            0.63              100.00         
  bin.121         o__Clostridiales (UID1120)          304         250           143        164    86   0    0    0    0       31.72            0.00               0.00          
  bin.20          o__Clostridiales (UID1226)          155         278           158        185    92   1    0    0    0       31.44            0.02              100.00         
  bin.715         o__Clostridiales (UID1212)          172         257           149        169    86   2    0    0    0       31.42            0.89              50.00          
  bin.739            k__Bacteria (UID203)             5449        104            58         80    23   1    0    0    0       31.35            1.72               0.00          
  bin.136            k__Bacteria (UID203)             5449        104            58         78    26   0    0    0    0       31.32            0.00               0.00          
  bin.168            k__Bacteria (UID203)             5449        103            57         81    21   1    0    0    0       31.18            1.75              100.00         
  bin.520            k__Bacteria (UID203)             5449        104            58         84    20   0    0    0    0       31.03            0.00               0.00          
  bin.953            k__Bacteria (UID203)             5449        103            57         77    25   1    0    0    0       30.46            1.75               0.00          
  bin.903         o__Clostridiales (UID1212)          172         263           149        168    95   0    0    0    0       30.46            0.00               0.00          
  bin.75             k__Bacteria (UID203)             5449        100            55         79    21   0    0    0    0       30.33            0.00               0.00          
  bin.939         o__Clostridiales (UID1120)          304         250           143        160    90   0    0    0    0       30.31            0.00               0.00          
  bin.277            k__Bacteria (UID203)             5449        103            57         79    24   0    0    0    0       30.30            0.00               0.00          
